Date,Open,High,Low,Close,Volume,Adj Close
2015-02-05,90.470001,91.800003,90.199997,91.709999,1084500,90.172733
2015-02-04,89.970001,91.139999,89.800003,90.540001,1483500,89.022346
2015-02-03,88.540001,90.519997,88.540001,90.50,1998100,88.983016
2015-02-02,87.510002,88.860001,85.769997,88.279999,1772300,86.800227
2015-01-30,87.959999,88.50,86.730003,86.82,1900300,85.364701
2015-01-29,87.32,88.790001,87.040001,88.449997,1617400,86.967375
2015-01-28,89.309998,89.529999,87.489998,87.50,1541900,86.033303
2015-01-27,88.190002,89.50,87.50,88.449997,1520500,86.967375
2015-01-26,89.459999,89.620003,88.650002,89.360001,2058600,87.862125
2015-01-23,89.389999,90.110001,88.900002,89.419998,2138600,87.921117
2015-01-22,86.93,89.260002,86.269997,88.790001,2997400,87.30168
2015-01-21,85.919998,87.93,85.919998,86.400002,1770600,84.951743
2015-01-20,87.050003,87.970001,86.169998,87.419998,1843200,85.954642
2015-01-16,84.949997,86.440002,84.75,86.419998,1393700,84.971404
2015-01-15,86.150002,86.639999,84.889999,85.080002,910500,83.653869
2015-01-14,85.199997,86.260002,85.080002,86.230003,1618100,84.784594
2015-01-13,87.589996,88.919998,85.629997,86.309998,1546800,84.863247
2015-01-12,87.900002,88.269997,86.480003,86.720001,1834600,85.266378
2015-01-09,90.330002,90.50,87.860001,87.970001,2217700,86.495425
2015-01-08,89.18,90.629997,89.120003,89.860001,1947100,88.353744
2015-01-07,87.970001,89.040001,87.870003,88.669998,1657600,87.183689
2015-01-06,90.809998,91.199997,87.610001,88.059998,2283800,86.338102
2015-01-05,90.300003,91.339996,89.739998,90.849998,2493300,89.073548
2015-01-02,92.209999,93.160004,90.370003,91.209999,1880300,89.42651
2014-12-31,93.18,93.889999,92.160004,92.190002,1050500,90.38735
2014-12-30,93.169998,94.040001,92.639999,93.110001,903900,91.289359
2014-12-29,94.080002,94.459999,93.730003,93.760002,678400,91.926651
2014-12-26,94.519997,94.949997,94.110001,94.190002,638600,92.348243
2014-12-24,95.300003,95.43,94.580002,94.589996,352500,92.740416
2014-12-23,95.099998,95.370003,94.690002,95.150002,935200,93.289471
2014-12-22,94.449997,95.239998,94.080002,94.690002,1201000,92.838466
2014-12-19,94.260002,95.839996,93.82,93.919998,2988800,92.083518
2014-12-18,92.800003,94.480003,92.089996,94.480003,3064700,92.632573
2014-12-17,92.029999,93.199997,91.389999,92.879997,2382800,91.063853
2014-12-16,92.599998,93.879997,91.940002,92.110001,2249400,90.308913
2014-12-15,93.019997,93.300003,91.599998,92.669998,2290700,90.85796
2014-12-12,90.699997,93.339996,90.699997,92.169998,1934000,90.367737
2014-12-11,93.139999,94.059998,92.57,93.370003,2180100,91.544277
2014-12-10,92.699997,93.470001,91.57,92.559998,1631000,90.750111
2014-12-09,90.839996,92.989998,90.449997,92.720001,1283300,90.906986
2014-12-08,93.470001,94.00,92.699997,93.360001,1032300,91.534471
2014-12-05,94.129997,94.129997,93.209999,93.68,1083200,91.848213
2014-12-04,93.459999,93.910004,92.970001,93.870003,903900,92.034501
2014-12-03,93.239998,94.010002,93.019997,93.699997,1083300,91.867819
2014-12-02,94.150002,94.25,93.209999,93.330002,2121200,91.505059
2014-12-01,93.25,94.900002,93.239998,94.120003,1808700,92.279612
2014-11-28,92.769997,94.339996,92.68,93.870003,949800,92.034501
2014-11-26,92.00,92.93,92.00,92.239998,1411800,90.436368
2014-11-25,92.199997,93.230003,92.029999,92.660004,1330900,90.848161
2014-11-24,92.010002,92.989998,91.790001,92.669998,1717200,90.85796
2014-11-21,95.339996,95.419998,91.709999,91.720001,3773000,89.926539
2014-11-20,91.059998,91.07,90.410004,90.730003,1677000,88.9559
2014-11-19,91.199997,91.519997,90.620003,91.419998,1302600,89.632402
2014-11-18,91.010002,91.760002,90.940002,91.339996,1577100,89.553965
2014-11-17,90.709999,91.400002,90.43,90.93,1806200,89.151986
2014-11-14,90.370003,90.709999,89.720001,90.690002,917900,88.916681
2014-11-13,89.870003,90.449997,89.489998,90.440002,1133900,88.671569
2014-11-12,90.43,90.699997,89.470001,89.620003,1287700,87.867604
2014-11-11,90.00,90.910004,89.919998,90.709999,1324800,88.936286
2014-11-10,88.75,90.00,88.529999,89.879997,1032600,88.122514
2014-11-07,89.300003,89.370003,88.610001,88.809998,790700,87.073437
2014-11-06,88.870003,89.190002,88.480003,89.129997,950100,87.387179
2014-11-05,88.510002,89.150002,88.209999,88.730003,1193200,86.995007
2014-11-04,88.129997,88.970001,88.050003,88.449997,872800,86.720476
2014-11-03,88.239998,88.809998,87.870003,88.339996,858700,86.612626
2014-10-31,88.610001,88.839996,87.650002,88.010002,1537300,86.289084
2014-10-30,85.68,87.07,85.580002,86.830002,893600,85.132157
2014-10-29,86.019997,86.449997,85.440002,85.879997,1340000,84.200729
2014-10-28,85.459999,86.440002,85.400002,86.330002,1706300,84.641934
2014-10-27,84.879997,85.639999,84.699997,85.010002,1354200,83.347745
2014-10-24,84.089996,85.040001,83.660004,84.959999,1103100,83.29872
2014-10-23,82.959999,83.879997,82.059998,83.529999,1323500,81.896681
2014-10-22,83.339996,83.690002,81.940002,81.959999,1173100,80.357381
2014-10-21,81.790001,83.379997,81.059998,83.370003,1524000,81.739814
2014-10-20,80.720001,81.25,80.18,81.040001,1229300,79.455372
2014-10-17,79.660004,81.370003,79.25,81.029999,2479800,79.445566
2014-10-16,78.150002,79.32,78.010002,78.639999,1527100,77.102299
2014-10-15,78.25,79.989998,77.959999,79.50,2272200,77.945484
2014-10-14,80.279999,80.610001,79.190002,79.389999,1906300,77.837634
2014-10-13,79.959999,80.400002,78.779999,79.68,3108300,78.121965
2014-10-10,81.800003,83.220001,80.169998,80.169998,1812000,78.602381
2014-10-09,83.68,83.68,81.419998,81.809998,1796100,80.210313
2014-10-08,82.309998,83.900002,81.629997,83.800003,1693300,82.161406
2014-10-07,84.029999,84.650002,82.440002,82.470001,1716700,80.6123
2014-10-06,85.629997,85.860001,84.360001,84.660004,1142900,82.75297
2014-10-03,84.879997,85.449997,84.779999,85.260002,1991300,83.339453
2014-10-02,85.029999,85.440002,83.32,84.519997,2613600,82.616117
2014-10-01,87.360001,87.720001,85.519997,85.720001,2010300,83.789091
2014-09-30,87.480003,88.790001,87.330002,87.650002,2967600,85.675616
2014-09-29,85.110001,87.959999,85.050003,87.779999,2375700,85.802685
2014-09-26,84.82,86.129997,84.620003,86.050003,2543900,84.111659
2014-09-25,86.269997,86.50,84.809998,84.849998,2106700,82.938685
2014-09-24,85.50,87.309998,85.410004,86.690002,2105900,84.737242
2014-09-23,85.690002,86.220001,85.410004,85.419998,1412300,83.495845
2014-09-22,86.190002,86.50,84.959999,85.519997,1840000,83.593591
2014-09-19,86.129997,86.879997,85.860001,86.720001,3096700,84.766565
2014-09-18,84.540001,85.68,84.370003,85.660004,1241200,83.730445
2014-09-17,83.610001,84.68,83.589996,84.309998,1550800,82.410848
2014-09-16,83.669998,86.75,83.449997,83.779999,1427400,81.892788
2014-09-15,84.00,84.199997,83.169998,83.620003,1255400,81.736396
2014-09-12,84.809998,85.110001,83.830002,83.989998,2464300,82.098057
2014-09-11,84.370003,85.370003,84.269997,85.160004,1453500,83.241708
2014-09-10,83.720001,84.699997,83.529999,84.580002,1587900,82.674771
2014-09-09,83.849998,84.010002,83.279999,83.449997,908000,81.57022
2014-09-08,83.580002,84.580002,83.470001,84.160004,1116000,82.264233
2014-09-05,82.389999,83.989998,82.239998,83.980003,1484900,82.088288
2014-09-04,82.93,82.93,82.010002,82.260002,1230800,80.407031
2014-09-03,83.010002,83.169998,82.00,82.120003,1616900,80.270185
2014-09-02,83.349998,83.669998,82.730003,82.879997,1429300,81.01306
2014-08-29,83.639999,83.639999,82.599998,83.18,1267200,81.306305
2014-08-28,82.589996,83.599998,82.209999,83.360001,1750800,81.482251
2014-08-27,82.949997,83.00,82.18,82.660004,1837100,80.798022
2014-08-26,82.910004,83.629997,82.620003,82.639999,1750700,80.778468
2014-08-25,83.220001,83.440002,81.599998,82.900002,3519200,81.032614
2014-08-22,85.290001,86.800003,82.110001,83.57,5152200,81.68752
2014-08-21,85.150002,85.889999,84.730003,85.809998,1697400,83.87706
2014-08-20,85.209999,85.489998,84.529999,85.269997,1394600,83.349223
2014-08-19,84.339996,85.580002,84.339996,85.389999,1614100,83.466522
2014-08-18,84.220001,84.669998,83.900002,84.43,1411400,82.528148
2014-08-15,84.25,84.879997,83.120003,83.720001,3122000,81.834142
2014-08-14,83.480003,83.879997,83.190002,83.809998,1089800,81.922111
2014-08-13,82.400002,83.650002,82.010002,83.379997,1260900,81.501797
2014-08-12,81.629997,82.150002,81.330002,82.029999,1190100,80.182208
2014-08-11,81.699997,82.279999,81.300003,81.800003,521100,79.957394
2014-08-08,80.93,81.480003,80.510002,81.379997,745700,79.546849
2014-08-07,81.139999,81.760002,80.580002,80.839996,735200,79.019012
2014-08-06,80.389999,81.150002,80.110001,80.959999,869000,79.136311
2014-08-05,80.919998,81.290001,80.209999,80.449997,819500,78.637797
2014-08-04,80.620003,81.160004,80.260002,81.019997,871500,79.194957
2014-08-01,79.669998,82.139999,79.669998,80.559998,1226400,78.74532
2014-07-31,83.019997,83.190002,81.879997,81.970001,1638500,80.123562
2014-07-30,83.089996,83.540001,82.489998,83.290001,935600,81.413828
2014-07-29,82.989998,83.489998,82.519997,82.68,1128400,80.817568
2014-07-28,82.510002,83.080002,82.18,82.849998,530100,80.983737
2014-07-25,82.339996,82.839996,82.239998,82.639999,513500,80.778468
2014-07-24,82.059998,83.089996,81.989998,82.589996,1354500,80.729592
2014-07-23,81.970001,82.300003,81.690002,82.029999,829500,80.182208
2014-07-22,81.68,82.949997,81.669998,82.129997,993600,80.279954
2014-07-21,81.650002,81.93,80.830002,81.43,1107700,79.595725
2014-07-18,81.25,81.959999,80.800003,81.919998,1108100,80.074686
2014-07-17,81.120003,81.620003,80.730003,80.779999,1191000,78.960366
2014-07-16,81.239998,81.900002,81.209999,81.529999,968900,79.693471
2014-07-15,81.389999,81.720001,80.959999,81.169998,1128900,79.34158
2014-07-14,80.879997,81.559998,80.489998,81.330002,933000,79.49798
2014-07-11,80.690002,80.779999,80.169998,80.449997,1044700,78.637797
2014-07-10,80.110001,80.769997,80.059998,80.419998,1078100,78.608474
2014-07-09,81.349998,81.669998,80.730003,81.059998,922600,79.234057
2014-07-08,80.790001,81.389999,80.790001,81.150002,1594000,79.322034
2014-07-07,81.290001,81.940002,80.800003,81.220001,1393600,79.204738
2014-07-03,81.199997,82.459999,81.080002,82.230003,1036200,80.18968
2014-07-02,80.910004,81.489998,80.849998,81.300003,926700,79.282755
2014-07-01,80.50,81.550003,80.470001,81.279999,1360800,79.263247
2014-06-30,80.980003,81.209999,80.410004,80.529999,1516700,78.531856
2014-06-27,80.589996,81.370003,80.589996,81.32,1758100,79.302255
2014-06-26,81.25,81.25,80.209999,80.959999,1276600,78.951187
2014-06-25,80.040001,81.18,80.029999,81.120003,1158700,79.107221
2014-06-24,79.690002,80.93,79.389999,80.550003,1769500,78.551364
2014-06-23,79.300003,79.699997,79.169998,79.669998,1000100,77.693194
2014-06-20,79.720001,79.720001,78.809998,79.50,1868800,77.527414
2014-06-19,81.989998,81.989998,78.839996,79.290001,1082400,77.322626
2014-06-18,78.629997,79.440002,78.629997,79.330002,1358900,77.361634
2014-06-17,78.669998,79.129997,78.610001,78.839996,1394400,76.883787
2014-06-16,78.550003,79.110001,78.519997,78.910004,1274900,76.952057
2014-06-13,79.07,79.279999,78.739998,78.989998,1006400,77.030066
2014-06-12,78.879997,79.209999,78.699997,78.910004,1375600,76.952057
2014-06-11,78.629997,79.209999,78.349998,79.169998,1262000,77.2056
2014-06-10,79.449997,79.940002,78.760002,79.160004,1284700,77.195854
2014-06-09,79.75,80.620003,79.510002,79.839996,1235700,77.858974
2014-06-06,79.839996,80.050003,79.379997,80.029999,1399500,78.044262
2014-06-05,79.199997,79.660004,78.809998,79.360001,1623400,77.390889
2014-06-04,79.099998,79.480003,79.040001,79.300003,949400,77.33238
2014-06-03,79.169998,79.489998,79.059998,79.389999,1267800,77.420143
2014-06-02,79.389999,79.709999,79.010002,79.43,675100,77.459151
2014-05-30,79.419998,79.459999,78.889999,79.290001,1562200,77.322626
2014-05-29,79.089996,79.730003,78.900002,79.110001,1484600,77.147092
2014-05-28,80.330002,80.330002,79.059998,79.080002,1493600,77.117837
2014-05-27,79.779999,80.440002,79.419998,80.139999,1336800,78.151534
2014-05-23,78.57,79.800003,78.349998,79.589996,1777800,77.615177
2014-05-22,77.279999,78.82,77.160004,78.32,1975300,76.376693
2014-05-21,74.00,78.400002,73.50,77.470001,3935200,75.547785
2014-05-20,76.809998,77.269997,76.150002,76.839996,2863000,74.933412
2014-05-19,75.349998,77.160004,75.32,77.07,2274300,75.157708
2014-05-16,74.470001,75.589996,73.830002,75.510002,2064700,73.636418
2014-05-15,74.940002,75.459999,73.739998,74.080002,1623900,72.241899
2014-05-14,75.440002,75.650002,74.870003,74.989998,987700,73.129316
2014-05-13,76.199997,76.290001,75.440002,75.690002,947100,73.811952
2014-05-12,75.18,76.50,75.129997,76.110001,1233700,74.221529
2014-05-09,74.510002,75.279999,74.029999,74.919998,880900,73.061053
2014-05-08,74.32,75.480003,73.82,74.620003,1266500,72.768501
2014-05-07,74.50,75.00,73.660004,74.32,1134100,72.475942
2014-05-06,75.510002,75.709999,74.639999,74.669998,901200,72.817256
2014-05-05,74.839996,75.629997,74.410004,75.57,958000,73.694927
2014-05-02,76.160004,76.25,75.260002,75.290001,902200,73.421875
2014-05-01,75.690002,76.769997,75.419998,75.93,1356600,74.045995
2014-04-30,74.93,75.839996,74.919998,75.75,1549400,73.870461
2014-04-29,75.150002,75.82,74.849998,75.400002,1823600,73.529147
2014-04-28,75.849998,76.010002,74.029999,74.690002,2138800,72.836764
2014-04-25,74.669998,77.150002,74.559998,75.339996,3736600,73.47063
2014-04-24,75.080002,77.269997,74.010002,74.160004,1488200,72.319916
2014-04-23,74.43,74.790001,74.07,74.389999,1151000,72.544205
2014-04-22,74.599998,75.790001,74.440002,74.839996,2162000,72.983036
2014-04-21,74.160004,74.489998,73.699997,74.00,1802800,72.163882
2014-04-17,74.07,74.75,73.660004,74.029999,1463300,72.193137
2014-04-16,74.099998,74.489998,73.50,74.269997,1100600,72.42718
2014-04-15,73.339996,74.059998,72.809998,73.739998,1999700,71.910332
2014-04-14,73.389999,73.860001,72.809998,73.379997,1934100,71.559263
2014-04-11,73.309998,73.720001,72.440002,72.519997,2290400,70.720601
2014-04-10,75.040001,75.160004,73.440002,73.589996,1791500,71.764052
2014-04-09,74.550003,75.129997,74.120003,75.110001,1337400,73.246341
2014-04-08,74.790001,75.75,74.410004,74.540001,2374800,72.690485
2014-04-07,76.959999,77.190002,74.300003,74.790001,2731900,72.748996
2014-04-04,79.089996,79.360001,77.129997,77.190002,2219200,75.083502
2014-04-03,79.00,79.43,78.080002,78.580002,2007300,76.435569
2014-04-02,78.690002,79.220001,78.309998,78.970001,1543100,76.814925
2014-04-01,77.980003,78.919998,77.730003,78.889999,2108200,76.737106
2014-03-31,78.269997,78.669998,77.550003,77.730003,1942300,75.608767
2014-03-28,77.769997,78.25,77.419998,77.769997,960200,75.647668
2014-03-27,77.410004,77.959999,76.910004,77.580002,1893100,75.462858
2014-03-26,79.089996,79.089996,77.699997,77.720001,1630300,75.599037
2014-03-25,79.379997,79.709999,77.949997,78.669998,1366300,76.523109
2014-03-24,79.360001,79.809998,78.010002,78.809998,1623700,76.659288
2014-03-21,81.540001,81.540001,79.389999,79.440002,2257100,77.2721
2014-03-20,79.940002,80.699997,79.809998,80.690002,841200,78.487988
2014-03-19,80.279999,80.75,79.639999,80.209999,1168700,78.021084
2014-03-18,80.489998,80.849998,80.190002,80.660004,1157300,78.458808
2014-03-17,80.239998,81.18,80.010002,80.550003,1184900,78.351809
2014-03-14,80.150002,80.389999,79.589996,79.910004,1308800,77.729275
2014-03-13,81.160004,81.440002,79.940002,80.150002,1558500,77.962723
2014-03-12,81.089996,81.190002,80.489998,80.93,2117900,78.721436
2014-03-11,82.059998,82.400002,80.830002,81.269997,1682700,79.052154
2014-03-10,81.760002,82.330002,81.309998,81.82,2189000,79.587148
2014-03-07,81.290001,82.379997,80.57,82.199997,2778000,79.956775
2014-03-06,80.449997,81.120003,80.440002,80.730003,1297800,78.526897
2014-03-05,80.889999,80.889999,80.120003,80.629997,1884900,78.42962
2014-03-04,78.529999,81.239998,78.510002,80.910004,3059900,78.701985
2014-03-03,78.589996,78.739998,77.230003,77.870003,1622300,75.744945
2014-02-28,77.389999,78.300003,77.269997,78.150002,2318100,76.017303
2014-02-27,77.669998,78.160004,77.089996,78.099998,1289500,75.968665
2014-02-26,81.209999,81.209999,77.230003,77.699997,1233100,75.579579
2014-02-25,77.550003,77.660004,76.650002,77.330002,1527300,75.219681
2014-02-24,76.669998,78.18,76.410004,77.410004,2680200,75.2975
2014-02-21,75.470001,78.739998,74.199997,77.239998,5414300,75.132133
2014-02-20,73.669998,74.190002,73.040001,73.849998,1894000,71.834646
2014-02-19,73.190002,73.900002,72.860001,73.419998,2359700,71.416381
2014-02-18,71.900002,73.260002,71.68,73.050003,2489500,71.056483
2014-02-14,70.550003,71.870003,70.32,71.690002,2490600,69.733596
2014-02-13,69.489998,70.760002,69.120003,70.720001,3164900,68.790066
2014-02-12,71.50,72.720001,69.019997,69.720001,5066600,67.817356
2014-02-11,71.400002,73.00,71.400002,72.720001,1853900,70.735486
2014-02-10,71.540001,71.57,70.989998,71.449997,1774800,69.50014
2014-02-07,71.290001,71.730003,71.010002,71.449997,2112100,69.50014
2014-02-06,70.730003,71.360001,70.730003,71.029999,1590600,69.091604
2014-02-05,70.540001,71.010002,70.360001,70.75,1462700,68.819246
2014-02-04,70.959999,71.169998,70.699997,70.910004,1732300,68.974883
2014-02-03,73.489998,73.790001,70.709999,70.809998,2489300,68.877606
2014-01-31,73.260002,73.550003,72.660004,73.25,2103800,71.251022
2014-01-30,73.470001,74.559998,73.199997,74.190002,1140800,72.165372
2014-01-29,73.279999,73.989998,72.889999,73.18,1618500,71.182932
2014-01-28,73.349998,74.120003,73.18,73.480003,1776500,71.474748
2014-01-27,73.18,73.489998,72.830002,73.059998,1670700,71.066204
2014-01-24,75.110001,75.43,73.169998,73.239998,1749800,71.241292
2014-01-23,75.059998,75.739998,74.849998,75.32,1339300,73.264531
2014-01-22,76.010002,76.160004,75.169998,75.57,2855300,73.507709
2014-01-21,77.730003,77.779999,76.110001,76.18,1229300,74.101063
2014-01-17,76.059998,77.580002,76.059998,76.989998,1764500,74.888956
2014-01-16,76.459999,77.150002,76.360001,76.790001,1470500,74.694417
2014-01-15,76.230003,77.220001,75.949997,76.779999,1285600,74.684687
2014-01-14,75.339996,76.080002,75.150002,76.059998,1113700,73.984335
2014-01-13,75.980003,76.220001,74.82,75.010002,1109000,72.962994
2014-01-10,76.900002,76.959999,75.830002,76.239998,1165200,74.159423
2014-01-09,76.800003,77.00,76.32,76.629997,1130000,74.538779
2014-01-08,76.889999,77.050003,76.010002,76.440002,2437600,74.353969
2014-01-07,75.879997,77.349998,75.739998,77.059998,1551000,74.772227
2014-01-06,75.800003,76.00,75.470001,75.739998,1268700,73.491415
2014-01-03,75.75,76.379997,75.529999,75.800003,998800,73.549639
2014-01-02,76.110001,76.160004,75.400002,75.940002,1355700,73.685482
2013-12-31,76.550003,76.760002,76.080002,76.32,1040800,74.054198
2013-12-30,76.629997,76.839996,76.239998,76.57,838100,74.296776
2013-12-27,76.360001,76.889999,75.989998,76.089996,698400,73.831023
2013-12-26,76.209999,76.709999,75.980003,76.349998,581300,74.083306
2013-12-24,76.50,76.57,76.220001,76.419998,393500,74.151228
2013-12-23,75.650002,76.650002,75.50,76.32,1362000,74.054198
2013-12-20,75.980003,76.330002,75.25,75.279999,6408300,73.045073
2013-12-19,75.970001,76.209999,75.519997,75.690002,1879200,73.442904
2013-12-18,74.400002,75.82,74.019997,75.809998,2327400,73.559337
2013-12-17,74.980003,75.050003,74.529999,74.690002,1652700,72.472592
2013-12-16,74.980003,75.470001,74.610001,74.860001,2071200,72.637543
2013-12-13,74.620003,75.25,74.580002,75.019997,1698100,72.79279
2013-12-12,74.370003,74.610001,73.720001,74.230003,1639200,72.02625
2013-12-11,75.25,75.599998,74.459999,74.529999,1747400,72.317339
2013-12-10,75.510002,75.620003,74.25,75.00,2112100,72.773387
2013-12-09,74.870003,74.910004,74.120003,74.400002,1631900,72.191201
2013-12-06,74.769997,75.029999,74.269997,74.910004,1463400,72.686062
2013-12-05,74.209999,74.379997,73.839996,74.010002,1424800,71.81278
2013-12-04,73.82,74.550003,73.470001,74.339996,1548700,72.132977
2013-12-03,74.190002,74.779999,73.919998,74.360001,1647100,72.152388
2013-12-02,74.160004,74.790001,73.870003,74.230003,2028200,72.02625
2013-11-29,73.800003,74.330002,73.730003,74.230003,1377700,72.02625
2013-11-27,73.059998,73.639999,72.940002,73.540001,1445200,71.356732
2013-11-26,72.57,73.440002,72.559998,72.839996,2014700,70.677509
2013-11-25,72.300003,72.989998,71.75,72.730003,2521200,70.570782
2013-11-22,72.93,73.160004,70.870003,72.029999,4434600,69.891559
2013-11-21,73.050003,73.389999,72.330002,73.160004,2354600,70.988016
2013-11-20,73.650002,73.650002,72.980003,73.139999,1837900,70.968606
2013-11-19,73.589996,73.879997,73.040001,73.360001,1130900,71.182076
2013-11-18,73.730003,73.940002,73.150002,73.410004,1784300,71.230594
2013-11-15,73.269997,73.730003,72.860001,73.669998,1832400,71.48287
2013-11-14,72.949997,73.290001,72.269997,73.160004,1606200,70.988016
2013-11-13,72.580002,72.959999,71.940002,72.959999,2645900,70.79395
2013-11-12,72.199997,72.449997,71.949997,72.410004,1049900,70.260282
2013-11-11,72.260002,72.629997,71.809998,72.279999,1302700,70.134137
2013-11-08,71.860001,72.489998,71.849998,72.480003,1862400,70.328204
2013-11-07,72.309998,72.629997,71.650002,71.68,1195200,69.551952
2013-11-06,71.68,72.449997,71.510002,72.239998,1332300,70.095324
2013-11-05,71.379997,71.849998,70.989998,71.760002,1712400,69.629578
2013-11-04,71.370003,71.489998,70.809998,71.410004,1504800,69.289971
2013-11-01,71.769997,72.00,71.139999,71.330002,2376700,69.212344
2013-10-31,71.690002,71.970001,71.360001,71.410004,1996700,69.289971
2013-10-30,71.50,71.800003,71.199997,71.459999,1467200,69.338482
2013-10-29,71.18,71.800003,70.93,71.480003,1441500,69.357892
2013-10-28,70.510002,71.00,70.239998,70.839996,1179800,68.736886
2013-10-25,70.190002,70.510002,69.800003,70.440002,1718900,68.348767
2013-10-24,69.199997,70.199997,69.120003,69.82,1996700,67.747171
2013-10-23,69.260002,69.50,68.980003,69.18,1306100,67.126172
2013-10-22,69.029999,69.540001,68.830002,69.470001,1874000,67.407563
2013-10-21,68.68,69.190002,68.580002,69.010002,1245400,66.961221
2013-10-18,68.760002,69.120003,68.620003,68.739998,2554700,66.699232
2013-10-17,66.889999,68.029999,66.699997,68.00,1761600,65.981204
2013-10-16,67.029999,67.339996,66.650002,67.00,2027100,65.010892
2013-10-15,67.110001,67.410004,66.730003,66.760002,2227800,64.778019
2013-10-14,66.720001,67.480003,66.010002,67.43,2009000,65.428126
2013-10-11,65.379997,66.93,65.379997,66.93,2047700,64.94297
2013-10-10,65.919998,66.129997,65.470001,65.800003,2104900,63.846521
2013-10-09,65.529999,65.660004,65.129997,65.290001,2119200,63.35166
2013-10-08,66.099998,66.239998,65.120003,65.400002,2216500,63.458395
2013-10-07,65.739998,66.459999,65.230003,66.239998,2263100,64.089095
2013-10-04,66.029999,66.540001,65.459999,66.300003,2365700,64.147152
2013-10-03,66.370003,66.50,65.260002,65.830002,3682100,63.692412
2013-10-02,66.43,66.550003,65.809998,66.449997,1647900,64.292275
2013-10-01,66.529999,67.089996,66.190002,66.449997,2095700,64.292275
2013-09-30,65.75,66.669998,65.720001,66.309998,2933400,64.156822
2013-09-27,65.900002,66.779999,65.599998,66.510002,3161600,64.350332
2013-09-26,66.580002,66.660004,66.00,66.360001,2364900,64.205201
2013-09-25,65.870003,66.440002,65.800003,66.260002,2974400,64.10845
2013-09-24,67.00,67.00,65.730003,65.959999,2748800,63.818188
2013-09-23,66.589996,66.970001,66.32,66.410004,1947300,64.253581
2013-09-20,66.639999,67.339996,66.50,66.839996,7165800,64.669611
2013-09-19,66.059998,66.550003,65.739998,66.419998,3126000,64.263251
2013-09-18,65.279999,66.199997,65.089996,66.080002,3015000,63.934294
2013-09-17,66.07,66.660004,65.82,66.300003,1730600,64.147152
2013-09-16,66.790001,66.870003,65.769997,65.910004,2081200,63.769816
2013-09-13,65.800003,66.059998,65.480003,65.949997,1502100,63.808511
2013-09-12,66.110001,66.110001,65.440002,65.449997,2353800,63.324747
2013-09-11,66.389999,66.730003,66.110001,66.32,1890200,64.166499
2013-09-10,65.940002,66.330002,65.529999,66.32,1618400,64.166499
2013-09-09,64.449997,65.589996,64.25,65.449997,2007800,63.324747
2013-09-06,64.059998,64.949997,63.540001,64.449997,1921500,62.357218
2013-09-05,64.360001,64.57,64.019997,64.18,1393000,62.095988
2013-09-04,64.059998,64.699997,63.709999,64.160004,2815000,62.076641
2013-09-03,63.799999,64.599998,63.59,63.75,1796500,61.679951
