Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,120.93,120.93,119.959999,120.220001,1951500,116.380757
2015-02-05,119.889999,121.470001,119.690002,120.860001,2363200,117.000318
2015-02-04,119.910004,120.150002,118.739998,119.059998,2418000,115.257798
2015-02-03,119.57,120.669998,119.400002,120.349998,2819100,116.506603
2015-02-02,118.550003,119.110001,117.260002,118.879997,2543200,115.083546
2015-01-30,118.00,119.239998,117.620003,117.980003,3723700,114.212294
2015-01-29,117.349998,118.970001,117.260002,118.489998,2875900,114.706001
2015-01-28,118.970001,119.050003,117.120003,117.349998,2326100,113.602408
2015-01-27,118.269997,119.459999,118.059998,118.620003,2095800,114.831855
2015-01-26,118.059998,119.150002,118.059998,119.110001,1799300,115.306204
2015-01-23,119.510002,119.980003,118.389999,118.449997,1757700,114.667278
2015-01-22,118.68,120.18,118.339996,120.00,2718900,116.167781
2015-01-21,117.660004,118.980003,117.190002,118.279999,1910500,114.502709
2015-01-20,118.760002,118.760002,116.790001,117.57,2389100,113.815383
2015-01-16,117.330002,117.830002,116.300003,117.589996,3245600,113.834742
2015-01-15,117.510002,119.160004,117.260002,117.32,2548200,113.573367
2015-01-14,116.519997,118.330002,116.32,117.510002,3288100,113.757302
2015-01-13,120.00,120.849998,117.300003,117.860001,4127000,114.096123
2015-01-12,119.00,119.769997,117.949997,119.559998,3742800,115.74183
2015-01-09,119.540001,120.220001,118.970001,119.040001,3734900,115.23844
2015-01-08,119.010002,119.589996,118.160004,119.190002,3843700,115.383651
2015-01-07,116.269997,118.879997,115.160004,117.209999,4921900,113.46688
2015-01-06,117.50,118.099998,115.919998,116.25,4650900,112.06319
2015-01-05,118.839996,119.32,116.699997,117.309998,3178500,113.085011
2015-01-02,119.529999,120.370003,118.650002,119.739998,2785400,115.427494
2014-12-31,121.199997,121.419998,119.400002,119.470001,2217100,115.167221
2014-12-30,121.169998,121.629997,120.459999,121.110001,2166500,116.748155
2014-12-29,121.07,121.849998,120.970001,121.449997,2433800,117.075906
2014-12-26,121.080002,121.769997,120.57,121.440002,1779800,117.066272
2014-12-24,122.00,122.07,120.970001,120.970001,1420300,116.613198
2014-12-23,121.629997,122.949997,121.550003,122.669998,2773200,118.251968
2014-12-22,121.550003,122.32,121.480003,122.040001,3286200,117.644661
2014-12-19,119.889999,122.290001,119.889999,121.120003,7934000,116.757797
2014-12-18,120.00,120.110001,118.209999,119.589996,3641900,115.282894
2014-12-17,116.839996,119.00,116.839996,118.400002,2696800,114.135758
2014-12-16,116.760002,118.449997,116.199997,116.599998,3658600,112.400583
2014-12-15,118.830002,119.230003,117.040001,117.790001,3020100,113.547727
2014-12-12,119.169998,119.470001,117.93,117.940002,3530700,113.692326
2014-12-11,119.449997,121.209999,119.410004,120.07,2803600,115.74561
2014-12-10,120.610001,120.830002,118.980003,119.349998,2385400,115.05154
2014-12-09,119.419998,120.690002,119.239998,120.300003,1723800,115.96733
2014-12-08,120.75,120.75,119.610001,120.019997,2571900,115.697408
2014-12-05,121.300003,121.559998,120.720001,120.860001,1681100,116.507159
2014-12-04,120.480003,121.290001,120.040001,121.089996,2032700,116.728871
2014-12-03,118.739998,120.910004,118.540001,120.860001,2734700,116.507159
2014-12-02,116.879997,119.309998,116.879997,118.82,2936900,114.54063
2014-12-01,119.599998,120.139999,118.339996,118.849998,3256200,114.569548
2014-11-28,120.550003,120.989998,119.639999,119.910004,1401600,115.591377
2014-11-26,119.550003,120.989998,119.260002,120.860001,3433900,116.507159
2014-11-25,120.089996,121.019997,119.449997,119.470001,2248600,115.167221
2014-11-24,120.800003,120.800003,120.230003,120.529999,2963600,116.189042
2014-11-21,120.809998,121.150002,120.18,120.809998,2803200,116.458957
2014-11-20,119.279999,120.029999,119.00,119.519997,2100700,115.215416
2014-11-19,119.139999,119.779999,118.830002,119.559998,2738900,115.253976
2014-11-18,118.720001,119.800003,118.50,119.330002,2721500,115.032264
2014-11-17,118.660004,119.190002,118.220001,118.379997,3065100,114.116474
2014-11-14,119.099998,119.690002,118.650002,118.970001,2829500,114.685229
2014-11-13,118.739998,120.029999,118.690002,119.470001,3819000,115.167221
2014-11-12,118.25,119.489998,117.790001,118.989998,4365300,114.704505
2014-11-11,116.699997,118.360001,116.699997,118.309998,5254700,114.048996
2014-11-10,114.550003,117.129997,114.50,116.889999,5251300,112.680139
2014-11-07,114.839996,115.43,113.769997,114.440002,10836100,110.318381
2014-11-06,114.25,114.769997,113.889999,114.510002,3123900,110.385859
2014-11-05,113.849998,114.260002,113.25,113.82,3492300,109.720708
2014-11-04,113.489998,114.169998,112.849998,113.389999,3323100,109.306194
2014-11-03,115.260002,115.57,113.43,113.93,3425100,109.826746
2014-10-31,114.580002,115.279999,114.169998,115.040001,4209400,110.89677
2014-10-30,111.849998,115.470001,111.849998,113.690002,3765400,109.595392
2014-10-29,113.519997,114.199997,111.68,112.18,7056800,108.139774
2014-10-28,113.279999,114.00,112.949997,113.480003,2318500,109.392956
2014-10-27,112.599998,113.139999,112.129997,112.82,4863500,108.756723
2014-10-24,112.68,113.550003,112.410004,113.279999,3097200,109.200155
2014-10-23,114.870003,114.870003,112.559998,112.809998,5224900,108.747081
2014-10-22,114.269997,114.849998,113.480003,113.480003,4189100,109.392956
2014-10-21,113.00,113.849998,112.279999,113.550003,2875000,109.460435
2014-10-20,111.339996,112.809998,111.050003,112.629997,3970900,108.573564
2014-10-17,111.589996,111.760002,110.32,111.279999,4555800,107.272186
2014-10-16,107.290001,111.099998,107.199997,110.660004,7165800,106.674521
2014-10-15,106.900002,109.419998,106.059998,108.830002,8264500,104.910427
2014-10-14,106.209999,108.75,106.209999,107.870003,5293900,103.985003
2014-10-13,106.82,107.730003,105.879997,105.910004,4198500,102.095594
2014-10-10,107.449997,108.639999,106.720001,106.720001,4371800,102.87642
2014-10-09,108.470001,110.330002,107.57,107.690002,6603500,103.811486
2014-10-08,106.82,110.07,105.760002,109.730003,7862800,105.778015
2014-10-07,110.269997,110.449997,108.019997,108.230003,7140000,103.859682
2014-10-06,110.010002,110.970001,109.889999,110.459999,5163000,105.999631
2014-10-03,110.879997,110.879997,109.57,109.809998,4085500,105.375876
2014-10-02,110.540001,111.019997,109.360001,110.190002,5342400,105.740537
2014-10-01,111.790001,112.00,110.43,110.779999,4383600,106.306709
2014-09-30,112.779999,113.260002,112.339996,112.510002,3433100,107.966855
2014-09-29,112.599998,113.580002,112.120003,112.93,3297800,108.369894
2014-09-26,112.949997,113.389999,112.309998,113.07,4361800,108.50424
2014-09-25,115.00,115.00,113.129997,113.239998,3668800,108.667373
2014-09-24,114.860001,115.510002,114.860001,115.349998,3899600,110.692172
2014-09-23,115.220001,115.730003,114.540001,114.57,2814100,109.94367
2014-09-22,114.68,115.75,114.650002,115.25,3348800,110.596212
2014-09-19,116.010002,116.330002,114.739998,115.110001,4658600,110.461866
2014-09-18,114.919998,115.519997,114.279999,115.489998,6020000,110.826519
2014-09-17,114.029999,114.50,113.279999,113.690002,4144600,109.099207
2014-09-16,113.269997,113.980003,112.760002,113.919998,4128200,109.319915
2014-09-15,113.129997,113.730003,112.57,113.139999,2895300,108.571413
2014-09-12,113.419998,113.800003,112.629997,113.050003,2662300,108.485051
2014-09-11,112.82,114.239998,112.800003,113.620003,3354000,109.032034
2014-09-10,113.739998,113.849998,111.029999,113.010002,8916200,108.446665
2014-09-09,114.120003,114.900002,114.050003,114.440002,1898100,109.818922
2014-09-08,114.260002,114.809998,114.010002,114.669998,2602200,110.03963
2014-09-05,113.57,114.43,113.040001,114.260002,2794900,109.64619
2014-09-04,114.93,115.349998,113.25,113.629997,4015600,109.041625
2014-09-03,115.440002,115.93,115.18,115.300003,2227500,110.644196
2014-09-02,115.900002,115.919998,114.599998,114.940002,3291900,110.298732
2014-08-29,116.029999,116.540001,115.449997,115.650002,3068700,110.980061
2014-08-28,115.720001,115.93,114.919998,115.760002,3624300,111.08562
2014-08-27,117.169998,117.610001,115.599998,115.970001,4576400,111.287139
2014-08-26,117.849998,117.910004,117.00,117.120003,2850600,112.390704
2014-08-25,117.120003,117.610001,116.449997,117.510002,2840000,112.764955
2014-08-22,117.860001,118.129997,116.519997,116.620003,3464900,111.910894
2014-08-21,121.230003,121.230003,117.519997,117.650002,6808900,112.899301
2014-08-20,119.910004,121.00,119.650002,120.919998,3678800,116.037256
2014-08-19,119.419998,120.139999,119.239998,119.830002,2370900,114.991273
2014-08-18,120.029999,120.099998,119.239998,119.43,4502300,114.607424
2014-08-15,117.339996,119.169998,117.050003,118.989998,4948200,114.185189
2014-08-14,116.809998,117.440002,116.769997,117.059998,3038000,112.333122
2014-08-13,115.739998,117.00,115.309998,116.870003,2541200,112.150799
2014-08-12,115.349998,115.959999,114.690002,115.709999,2663100,111.037636
2014-08-11,115.449997,116.419998,115.160004,115.419998,3208000,110.759345
2014-08-08,115.339996,115.830002,114.599998,115.470001,2998900,110.807329
2014-08-07,116.370003,116.709999,114.93,115.150002,3455700,110.500251
2014-08-06,114.709999,116.169998,114.709999,116.050003,4304000,111.363911
2014-08-05,114.220001,115.389999,114.089996,115.00,5163800,110.356307
2014-08-04,113.769997,115.150002,112.870003,114.910004,4540000,110.269944
2014-08-01,112.169998,113.980003,112.129997,113.589996,4206600,109.003239
2014-07-31,113.790001,114.580002,113.089996,113.089996,3704800,108.523429
2014-07-30,114.940002,115.589996,114.300003,114.389999,4331000,109.770938
2014-07-29,115.00,115.589996,113.93,114.410004,3613600,109.790134
2014-07-28,115.790001,116.209999,114.709999,114.970001,4170800,110.327519
2014-07-25,116.050003,116.870003,115.639999,115.790001,3905700,111.114407
2014-07-24,116.389999,116.50,115.699997,116.190002,5658700,111.498257
2014-07-23,118.339996,118.790001,116.160004,116.269997,7301200,111.575021
2014-07-22,119.239998,120.010002,118.669998,118.769997,3554300,113.974071
2014-07-21,119.389999,119.830002,118.830002,118.959999,2863800,114.156401
2014-07-18,120.00,120.599998,119.769997,119.980003,3112500,115.135218
2014-07-17,119.760002,120.610001,119.360001,119.589996,3561000,114.760959
2014-07-16,121.019997,121.290001,119.889999,120.18,4350700,115.327139
2014-07-15,120.349998,121.169998,119.699997,119.980003,5930700,115.135218
2014-07-14,121.169998,121.540001,119.809998,120.00,3887200,115.154407
2014-07-11,122.43,122.559998,120.599998,120.900002,3390700,116.018067
2014-07-10,122.599998,123.050003,121.959999,122.559998,3931600,117.611032
2014-07-09,124.610001,124.949997,123.230003,123.470001,3158200,118.48429
2014-07-08,125.00,125.279999,124.129997,124.559998,2579900,119.530272
2014-07-07,126.029999,126.629997,125.099998,125.25,3145600,120.192412
2014-07-03,126.550003,126.849998,125.82,126.519997,1410800,121.411127
2014-07-02,124.68,127.480003,124.68,126.529999,8821500,121.420725
2014-07-01,124.50,125.07,124.00,124.300003,3946500,119.280776
2014-06-30,124.360001,125.029999,124.029999,124.739998,3937500,119.290372
2014-06-27,125.300003,125.980003,124.860001,125.00,3915300,119.539015
2014-06-26,127.00,127.860001,125.50,126.18,4947300,120.667464
2014-06-25,126.129997,128.789993,126.00,126.730003,12036700,121.193438
2014-06-24,122.150002,122.779999,120.599998,120.629997,2435100,115.359928
2014-06-23,122.139999,123.989998,121.379997,122.099998,3512200,116.765708
2014-06-20,121.980003,122.540001,121.50,122.080002,2498300,116.746585
2014-06-19,121.839996,122.029999,120.919998,121.769997,1724700,116.450124
2014-06-18,120.010002,121.459999,119.779999,121.360001,1936100,116.058039
2014-06-17,119.440002,120.07,118.919998,120.00,1837200,114.757454
2014-06-16,119.669998,119.800003,118.480003,119.620003,2412300,114.394058
2014-06-13,120.93,121.089996,119.260002,119.669998,2001900,114.44187
2014-06-12,120.870003,121.910004,120.589996,120.910004,2547700,115.627702
2014-06-11,121.019997,121.730003,120.580002,120.75,2053800,115.474688
2014-06-10,121.00,121.650002,120.459999,121.349998,1757300,116.048474
2014-06-09,121.470001,122.330002,121.099998,121.349998,2368400,116.048474
2014-06-06,122.00,122.010002,121.279999,121.720001,2013400,116.402312
2014-06-05,121.510002,122.50,120.519997,121.959999,2130200,116.631825
2014-06-04,121.199997,121.739998,120.830002,121.300003,1431800,116.000663
2014-06-03,121.309998,122.309998,120.449997,121.199997,3025600,115.905026
2014-06-02,121.949997,122.809998,121.790001,122.389999,2425300,117.04304
2014-05-30,121.230003,122.00,121.00,121.849998,2535100,116.52663
2014-05-29,120.790001,121.599998,120.519997,121.57,1510100,116.258864
2014-05-28,120.25,121.75,120.199997,120.279999,2268700,115.025221
2014-05-27,120.00,120.50,119.739998,120.190002,2032000,114.939156
2014-05-23,119.599998,120.25,119.410004,119.919998,2169500,114.680948
2014-05-22,116.540001,119.529999,116.480003,119.300003,4576200,114.088039
2014-05-21,116.190002,116.949997,115.57,116.800003,2238900,111.697259
2014-05-20,116.239998,116.709999,115.50,115.900002,2059400,110.836576
2014-05-19,115.809998,116.650002,115.809998,116.190002,1710800,111.113908
2014-05-16,115.25,116.25,115.209999,116.040001,2155500,110.970459
2014-05-15,116.510002,117.00,115.010002,115.400002,2239700,110.35842
2014-05-14,116.830002,117.400002,116.279999,117.00,2018100,111.888518
2014-05-13,116.00,117.269997,115.489998,116.910004,1942000,111.802453
2014-05-12,116.18,116.849998,115.809998,115.970001,2683800,110.903518
2014-05-09,115.93,116.120003,114.989998,115.660004,1746100,110.607063
2014-05-08,115.510002,116.730003,115.440002,115.82,2448000,110.760069
2014-05-07,114.50,116.059998,113.980003,115.940002,2716600,110.87483
2014-05-06,114.68,114.769997,113.440002,114.00,2553400,109.019582
2014-05-05,111.370003,115.00,111.370003,114.849998,4237500,109.832446
2014-05-02,111.089996,112.290001,110.269997,112.199997,3069600,107.298217
2014-05-01,110.419998,110.699997,109.669998,110.239998,2552200,105.423846
2014-04-30,110.360001,110.959999,110.099998,110.699997,2149900,105.863749
2014-04-29,110.57,111.57,110.260002,110.459999,2162300,105.634236
2014-04-28,109.849998,110.650002,109.470001,110.269997,2406600,105.452534
2014-04-25,110.57,111.120003,109.400002,109.669998,3039100,104.878748
2014-04-24,112.160004,112.870003,110.589996,110.599998,2829500,105.768119
2014-04-23,111.839996,112.410004,111.839996,112.129997,2405100,107.231275
2014-04-22,112.529999,112.870003,111.910004,111.940002,2537200,107.049581
2014-04-21,112.730003,113.059998,112.260002,112.730003,2494600,107.805068
2014-04-17,112.260002,113.129997,112.019997,112.949997,2872600,108.015451
2014-04-16,111.230003,113.190002,110.849998,112.519997,4247900,107.604237
2014-04-15,110.32,111.080002,109.379997,110.629997,3730700,105.796807
2014-04-14,111.650002,111.860001,109.730003,110.290001,3893900,105.471665
2014-04-11,112.239998,112.699997,110.830002,110.900002,3720000,106.055016
2014-04-10,114.82,114.949997,112.339996,112.540001,2768000,107.623367
2014-04-09,112.830002,115.110001,112.830002,115.080002,2799900,110.052401
2014-04-08,112.459999,113.360001,111.690002,112.900002,3457000,107.96764
2014-04-07,114.050003,114.639999,112.029999,112.300003,3328700,107.393854
2014-04-04,117.00,117.400002,113.860001,114.279999,4230300,109.287348
2014-04-03,116.779999,117.470001,116.00,117.040001,5158100,111.926771
2014-04-02,113.959999,116.00,111.629997,114.419998,5178100,109.421231
2014-04-01,113.82,114.480003,112.699997,113.989998,3193500,108.598803
2014-03-31,113.07,113.93,111.779999,113.769997,1819500,108.389207
2014-03-28,110.940002,112.559998,110.57,112.32,1380200,107.007788
2014-03-27,111.720001,112.25,110.699997,110.800003,2032100,105.55968
2014-03-26,113.50,114.300003,111.690002,111.720001,2155100,106.436167
2014-03-25,113.089996,114.160004,112.849998,113.160004,2972700,107.808064
2014-03-24,113.760002,114.25,112.730003,112.739998,2473100,107.407922
2014-03-21,114.830002,115.00,112.839996,113.279999,4464800,107.922384
2014-03-20,113.00,114.050003,112.43,114.00,1912600,108.608332
2014-03-19,114.110001,114.290001,112.099998,112.870003,1681600,107.531778
2014-03-18,114.00,114.470001,113.830002,114.32,1598000,108.913197
2014-03-17,113.650002,114.809998,113.589996,113.910004,1910900,108.522592
2014-03-14,113.050003,113.660004,112.019997,113.209999,2477500,107.855695
2014-03-13,112.989998,114.050003,111.699997,111.949997,3003200,106.655285
2014-03-12,111.660004,112.800003,110.099998,112.610001,3567300,107.284073
2014-03-11,113.220001,113.410004,111.849998,111.849998,2433200,106.560016
2014-03-10,113.610001,114.00,112.769997,113.599998,1925600,108.227249
2014-03-07,113.860001,114.620003,113.349998,114.080002,2597400,108.68455
2014-03-06,113.440002,113.989998,113.07,113.739998,1685300,108.360627
2014-03-05,112.790001,113.349998,112.230003,112.910004,3343300,107.569888
2014-03-04,111.870003,113.519997,111.139999,113.239998,3070500,107.884275
2014-03-03,109.330002,112.00,109.239998,111.129997,3063000,105.874067
2014-02-28,108.989998,110.68,108.57,110.019997,3173200,104.816564
2014-02-27,108.75,109.629997,108.540001,108.879997,2676200,103.730482
2014-02-26,109.050003,109.25,107.959999,109.010002,2568700,103.854338
2014-02-25,109.089996,109.800003,108.57,108.709999,2360700,103.568524
2014-02-24,112.110001,112.330002,108.879997,108.970001,4251500,103.816229
2014-02-21,110.559998,112.949997,110.529999,112.449997,3389600,107.131637
2014-02-20,109.599998,110.82,109.169998,110.699997,3039300,105.464404
2014-02-19,110.620003,110.620003,109.199997,109.199997,3611100,104.035347
2014-02-18,108.360001,110.199997,108.360001,110.010002,2212700,104.807043
2014-02-14,109.739998,110.25,109.279999,109.489998,3070800,104.311632
2014-02-13,109.260002,110.919998,108.760002,109.879997,2749800,104.683186
2014-02-12,110.879997,111.190002,109.339996,109.419998,3061000,104.244943
2014-02-11,111.410004,111.949997,110.639999,111.269997,3322500,106.007445
2014-02-10,110.550003,111.75,110.050003,111.330002,3416700,106.064612
2014-02-07,108.18,110.839996,108.059998,110.75,3005700,105.512042
2014-02-06,107.110001,108.379997,106.879997,108.279999,2013200,103.15886
2014-02-05,106.279999,107.459999,104.629997,107.150002,3108500,102.082307
2014-02-04,105.00,106.839996,104.860001,106.650002,2853300,101.605954
2014-02-03,106.68,107.349998,104.080002,104.629997,3599000,99.681487
2014-01-31,106.290001,107.029999,105.720001,106.550003,3093000,101.510685
2014-01-30,107.300003,107.580002,106.059998,107.25,3050800,102.177576
2014-01-29,108.550003,108.550003,106.309998,106.980003,3472500,101.920349
2014-01-28,107.889999,108.50,107.440002,108.019997,2292100,102.911155
2014-01-27,107.839996,108.709999,107.580002,107.580002,2612600,102.49197
2014-01-24,107.720001,109.089996,107.599998,107.940002,3646100,102.834944
2014-01-23,110.099998,110.169998,107.610001,108.830002,3670600,103.682851
2014-01-22,113.290001,113.459999,110.18,110.809998,3090300,105.569202
2014-01-21,113.480003,114.370003,113.07,113.50,2997500,108.13198
2014-01-17,112.910004,113.110001,112.07,113.110001,2161600,107.760426
2014-01-16,112.779999,112.980003,112.370003,112.68,1396900,107.350762
2014-01-15,112.660004,113.720001,112.559998,113.00,2459700,107.655627
2014-01-14,111.839996,112.919998,111.459999,112.589996,2418800,107.265015
2014-01-13,112.610001,113.190002,111.290001,111.400002,2076100,106.131301
2014-01-10,112.419998,113.419998,111.760002,113.059998,3301600,107.712787
2014-01-09,115.080002,115.300003,111.019997,111.889999,4279300,106.598125
2014-01-08,114.139999,116.809998,113.610001,115.230003,5640800,109.780162
2014-01-07,115.050003,115.050003,112.779999,113.239998,5645600,107.474606
2014-01-06,116.82,117.43,115.370003,115.68,2210800,109.79038
2014-01-03,115.980003,116.800003,115.029999,116.349998,1698900,110.426267
2014-01-02,116.120003,117.50,115.970001,116.309998,2677100,110.388302
2013-12-31,115.860001,116.800003,115.550003,116.550003,1344500,110.616089
2013-12-30,115.650002,116.480003,115.169998,115.800003,1041600,109.904273
2013-12-27,115.279999,115.709999,115.099998,115.389999,885600,109.515144
2013-12-26,114.760002,115.699997,113.550003,115.309998,1112700,109.439216
2013-12-24,114.519997,114.949997,114.110001,114.93,615000,109.078565
2013-12-23,114.199997,114.790001,113.610001,114.559998,1496200,108.7274
2013-12-20,114.199997,114.830002,113.230003,113.730003,4114500,107.939664
2013-12-19,113.470001,114.089996,113.050003,113.809998,1859900,108.015585
2013-12-18,112.769997,113.809998,111.339996,113.779999,2588200,107.987114
2013-12-17,111.040001,112.43,111.040001,112.400002,2434900,106.677376
2013-12-16,110.949997,111.989998,110.830002,110.959999,1725000,105.310689
2013-12-13,111.230003,111.449997,110.080002,110.660004,2114400,105.025967
2013-12-12,110.389999,111.309998,110.040001,110.260002,1983900,104.646331
2013-12-11,110.900002,112.440002,110.440002,110.669998,2182900,105.035453
2013-12-10,111.269997,112.540001,110.760002,111.75,1974600,106.060468
2013-12-09,111.75,112.07,111.440002,111.650002,1538000,105.965561
2013-12-06,112.010002,112.620003,110.709999,111.75,1483400,106.060468
2013-12-05,111.970001,112.00,110.43,110.970001,2367300,105.320182
2013-12-04,111.650002,112.849998,110.910004,112.099998,1745000,106.392647
2013-12-03,112.800003,112.900002,111.110001,111.580002,2124000,105.899125
2013-12-02,113.730003,114.559998,113.150002,113.290001,1977800,107.522063
2013-11-29,114.239998,114.50,113.089996,113.330002,843400,107.560027
2013-11-27,113.830002,114.32,113.309998,113.889999,1325100,108.091514
2013-11-26,113.50,113.940002,112.440002,113.910004,2575000,108.1105
2013-11-25,113.540001,114.25,113.129997,113.419998,2431700,107.645442
2013-11-22,111.800003,114.080002,111.50,113.860001,3589900,108.063042
2013-11-21,110.629997,112.010002,109.919998,111.910004,3003200,106.212326
2013-11-20,109.980003,110.919998,109.00,109.900002,3097500,104.304659
2013-11-19,110.400002,110.699997,109.580002,110.440002,2290800,104.817167
2013-11-18,111.059998,111.580002,110.419998,110.75,2715200,105.111381
2013-11-15,110.230003,111.309998,110.220001,111.059998,3136500,105.405596
2013-11-14,109.849998,110.870003,109.419998,110.459999,2709900,104.836145
2013-11-13,107.839996,109.989998,107.720001,109.989998,3437600,104.390073
2013-11-12,106.019997,108.93,106.019997,108.510002,4219400,102.985429
2013-11-11,107.379997,107.540001,106.419998,106.50,2397800,101.077762
2013-11-08,104.010002,107.400002,103.760002,107.220001,4429600,101.761105
2013-11-07,104.620003,105.110001,103.919998,104.00,3767500,98.705044
2013-11-06,103.480003,104.330002,103.07,104.269997,3064300,98.961295
2013-11-05,103.50,103.75,102.879997,103.220001,3627200,97.964758
2013-11-04,105.32,105.370003,103.489998,103.639999,3533400,98.363372
2013-11-01,105.040001,105.389999,104.330002,105.150002,2302800,99.796496
2013-10-31,105.949997,106.610001,104.879997,104.879997,2290700,99.540238
2013-10-30,106.599998,107.00,105.139999,105.949997,2496800,100.555761
2013-10-29,107.970001,108.300003,106.470001,106.620003,2107600,101.191655
2013-10-28,108.160004,108.809998,107.769997,108.199997,1579400,102.691207
2013-10-25,107.150002,108.099998,106.57,108.00,2279600,102.501392
2013-10-24,107.360001,107.68,106.110001,107.309998,1843300,101.84652
2013-10-23,107.459999,108.129997,106.720001,107.620003,2048200,102.140742
2013-10-22,106.389999,107.949997,105.809998,107.480003,2468400,102.00787
2013-10-21,105.800003,106.07,105.32,106.050003,2827000,100.650675
2013-10-18,105.809998,106.32,105.269997,105.739998,3859000,100.356454
2013-10-17,105.120003,106.160004,105.099998,105.599998,2888800,100.223582
2013-10-16,105.410004,106.370003,104.75,105.339996,2323100,99.976817
2013-10-15,106.019997,106.120003,104.779999,104.910004,1735200,99.568717
2013-10-14,105.970001,107.089996,105.849998,106.709999,1762100,101.277069
2013-10-11,104.739998,106.620003,104.690002,106.580002,3353600,101.15369
2013-10-10,104.50,105.470001,104.199997,105.18,2767300,99.824967
2013-10-09,103.620003,104.57,103.230003,103.550003,3453000,98.277958
2013-10-08,104.459999,104.620003,103.120003,103.209999,3519800,97.955265
2013-10-07,104.82,106.190002,104.650002,104.669998,2069200,99.340931
2013-10-04,105.199997,106.18,104.620003,105.629997,3079100,100.252053
2013-10-03,103.470001,105.489998,103.449997,105.269997,4502700,99.910382
2013-10-02,102.660004,104.699997,101.779999,104.040001,5527600,98.743009
2013-10-01,104.25,105.480003,103.00,105.480003,2553400,99.701594
2013-09-30,104.589996,105.199997,104.040001,104.370003,2439600,98.652402
2013-09-27,105.739998,106.459999,105.449997,105.610001,1892100,99.82447
2013-09-26,105.739998,106.18,105.050003,106.139999,1766500,100.325434
2013-09-25,105.239998,106.00,105.029999,105.290001,1854300,99.522001
2013-09-24,105.860001,106.400002,105.32,105.410004,1548200,99.635429
2013-09-23,105.610001,106.43,105.50,105.599998,1637600,99.815016
2013-09-20,107.129997,107.379997,105.839996,106.050003,2675300,100.240368
2013-09-19,107.230003,107.730003,106.50,106.870003,1654100,101.015447
2013-09-18,104.480003,107.589996,104.290001,107.279999,3207400,101.402982
2013-09-17,105.620003,105.620003,104.129997,104.43,2167700,98.709113
2013-09-16,105.25,105.739998,104.629997,105.699997,3239300,99.909536
2013-09-13,103.110001,105.00,102.589996,104.18,3006300,98.472808
2013-09-12,102.690002,103.059998,102.43,102.980003,1837900,97.338549
2013-09-11,103.00,103.190002,102.139999,102.940002,2252800,97.30074
2013-09-10,102.50,102.970001,101.919998,102.730003,2841400,97.102245
2013-09-09,100.870003,102.019997,100.519997,102.010002,2367000,96.421687
2013-09-06,101.839996,102.120003,99.889999,99.889999,2443100,94.417822
2013-09-05,100.800003,101.550003,100.120003,101.489998,3630800,95.930169
2013-09-04,99.129997,100.959999,98.839996,100.900002,3226000,95.372494
2013-09-03,99.089996,100.339996,99.050003,99.18,4555900,93.746718
